mean_ch0,std_ch0,slope_ch0,autocorr1_ch0,max_abs_ch0,cusum_range_ch0,mean_ch1,std_ch1,slope_ch1,autocorr1_ch1,max_abs_ch1,cusum_range_ch1,mean_nis,max_nis,corr_01,exceed_frac,label_index,label
4.545642321e-02,1.042129384e+00,-5.336388597e-01,-2.081221287e-01,3.492999836e+00,1.165376001e+00,5.645254460e-02,9.511060868e-01,3.041345586e-02,-6.545602514e-02,2.522783937e+00,1.011699476e+00,1.995889617e+00,1.287596136e+01,-1.801551981e-02,2.000000000e-02,0,none
5.444545980e-02,9.763915973e-01,2.888229827e-01,-1.088996774e-01,2.960121587e+00,7.396659794e-01,-4.429781727e-02,1.024782265e+00,4.109893715e-01,1.299401689e-01,3.120994087e+00,1.503931876e+00,2.008445846e+00,1.064506801e+01,-2.024593175e-02,2.000000000e-02,0,none
-7.203262710e+00,3.467658034e+00,-1.199942453e+01,9.669099137e-01,1.308351949e+01,1.483042954e+01,2.300531699e+00,2.050071209e+00,5.896331447e+00,6.772327792e-01,8.099008867e+00,7.603139426e+00,7.340688397e+01,2.367724268e+02,-8.208660439e-01,8.700000000e-01,3,sensor_stuck
-8.432975585e+00,3.383287141e+00,-1.171839034e+01,9.682834208e-01,1.428323352e+01,1.454834643e+01,2.950121290e+00,2.351428095e+00,7.028002633e+00,7.330739710e-01,1.038292541e+01,9.086271266e+00,9.679413881e+01,3.074210382e+02,-8.610560154e-01,9.700000000e-01,3,sensor_stuck
-1.019476591e+01,3.353790631e+00,-1.161731493e+01,9.705339685e-01,1.583354670e+01,1.454836592e+01,3.907427249e+00,2.449208300e+00,7.474582495e+00,7.612206481e-01,1.038292541e+01,9.889371316e+00,1.364477725e+02,3.166755526e+02,-8.815080001e-01,1.000000000e+00,3,sensor_stuck
-1.299174885e+01,3.229799711e+00,-1.117739404e+01,9.716836319e-01,1.812824167e+01,1.412724414e+01,5.840215266e+00,2.781643262e+00,8.796194502e+00,8.157768227e-01,1.117712507e+01,1.106650970e+01,2.210627979e+02,4.363289452e+02,-9.110109765e-01,1.000000000e+00,3,sensor_stuck
8.459402238e-02,1.081341830e+00,5.575301880e-01,-1.201885330e-01,3.235165727e+00,1.204297988e+00,-3.584900428e-02,9.191261406e-01,1.375853083e-01,-1.213681160e-01,2.220421581e+00,9.092904057e-01,2.022534317e+00,1.065887866e+01,6.177331145e-02,1.000000000e-02,0,none
-8.617727404e-02,1.064226886e+00,6.830396839e-01,8.641427282e-02,2.656688292e+00,1.474033140e+00,-9.030594722e-02,1.040567320e+00,-2.882112747e-01,-8.770077774e-04,2.509110421e+00,1.656224902e+00,2.230940898e+00,8.141729747e+00,-2.328998457e-01,0.000000000e+00,0,none
-2.248247866e+00,1.876023844e+00,-5.575979244e+00,7.283815806e-01,6.275666649e+00,7.079782052e+00,5.092114410e+00,1.188146780e+00,3.995259006e+00,9.761347657e-01,6.404600755e+00,5.254802598e+00,3.591540586e+01,8.034482554e+01,-8.347951868e-01,9.800000000e-01,4,sensor_dropout
-2.764754046e+00,1.838925431e+00,-5.608299595e+00,7.446210738e-01,6.894077370e+00,7.140446447e+00,5.416299069e+00,1.002624024e+00,3.239304686e+00,9.726596637e-01,6.404600755e+00,4.342523991e+00,4.136706222e+01,8.723561496e+01,-8.364083039e-01,1.000000000e+00,4,sensor_dropout
-3.592868798e+00,1.790413246e+00,-5.363216541e+00,6.971060093e-01,7.680484587e+00,6.701278946e+00,5.767775183e+00,6.481657848e-01,1.727579303e+00,9.643541496e-01,6.404600755e+00,2.623285746e+00,4.980163524e+01,9.578927307e+01,-6.818251426e-01,1.000000000e+00,4,sensor_dropout
-4.648184662e+00,1.543780103e+00,-4.086479210e+00,6.139305786e-01,8.464979618e+00,5.462154863e+00,5.849108608e+00,5.179574725e-01,-1.059693018e+00,9.608587890e-01,6.404600755e+00,2.116414232e+00,5.846922910e+01,9.578927307e+01,3.039108463e-01,1.000000000e+00,4,sensor_dropout
-2.176488538e-03,1.137375715e+00,-1.295769469e-01,5.873013077e-03,2.727640054e+00,1.331171763e+00,-9.909841354e-02,9.430851677e-01,4.021207040e-01,1.100627688e-02,2.693241400e+00,1.158984978e+00,2.192858383e+00,9.627935194e+00,-2.513917451e-01,1.000000000e-02,0,none
-6.948199707e-02,9.652621981e-01,2.159861695e-01,-2.373943513e-02,2.564494968e+00,9.084260894e-01,9.903911666e-02,1.083422846e+00,2.523525419e-01,2.011509724e-01,2.767439889e+00,1.159328484e+00,2.120172670e+00,7.943812479e+00,-1.756697790e-01,0.000000000e+00,0,none
-4.647902421e-02,1.029333126e+00,7.120455947e-01,-3.731849890e-02,2.730059526e+00,1.524218797e+00,3.275140218e-01,1.001889484e+00,7.095627223e-01,-7.434688350e-03,2.955791006e+00,1.403183764e+00,2.172734958e+00,1.183186123e+01,5.451738284e-02,1.000000000e-02,5,actuator_loss_of_effectiveness
-4.809786894e-02,1.058596486e+00,5.017239152e-01,-5.453733609e-02,2.730059526e+00,1.557580773e+00,4.315215050e-01,1.078830490e+00,9.335117425e-01,4.128407409e-02,4.018229687e+00,1.889779856e+00,2.473025961e+00,1.677029207e+01,3.266142391e-02,2.000000000e-02,5,actuator_loss_of_effectiveness
1.107777791e-01,1.130550840e+00,1.300741298e+00,1.108562761e-01,3.177752926e+00,1.782633324e+00,5.238546083e-01,1.116904039e+00,1.215582352e+00,8.603997785e-02,4.018229687e+00,2.109168353e+00,2.812315201e+00,1.677029207e+01,1.429293324e-01,5.000000000e-02,5,actuator_loss_of_effectiveness
4.206814767e-01,1.188690702e+00,1.348409381e+00,8.592842980e-02,3.177752926e+00,2.357261709e+00,8.974437611e-01,1.178976835e+00,1.579157487e+00,8.608419724e-02,4.018229687e+00,2.127696253e+00,3.785350173e+00,1.805069785e+01,2.251490609e-01,1.100000000e-01,5,actuator_loss_of_effectiveness
-8.402541077e-02,9.999216630e-01,-1.783454586e-01,4.627071909e-02,2.510692407e+00,1.190224743e+00,5.875354540e-02,1.016123263e+00,-6.426551086e-01,8.019671462e-02,2.661039073e+00,1.408924945e+00,2.042862066e+00,9.025349424e+00,5.050197868e-02,0.000000000e+00,0,none
1.890603093e-01,9.913693497e-01,3.737529092e-01,-1.225150852e-02,2.977172125e+00,1.420509395e+00,-1.734348759e-01,9.842720026e-01,-5.616695072e-01,4.458072432e-02,3.125408868e+00,1.731009310e+00,2.017428019e+00,1.085987574e+01,4.430746863e-02,2.000000000e-02,0,none
5.365571178e-01,1.171488342e+00,2.163652861e+00,1.763645722e-01,3.013238458e+00,2.821207246e+00,1.007407117e+00,1.601141614e+00,4.213397141e+00,5.959713561e-01,4.644144879e+00,5.627705810e+00,5.238802043e+00,2.931134114e+01,4.742091649e-01,2.000000000e-01,6,actuator_stuck
7.891242453e-01,1.151039843e+00,2.126902874e+00,1.898599188e-01,3.013238458e+00,3.054550372e+00,1.486287584e+00,1.827729077e+00,5.173904919e+00,6.736243645e-01,6.030004476e+00,6.879205955e+00,7.497254156e+00,3.995072057e+01,5.213713975e-01,2.900000000e-01,6,actuator_stuck
1.192836280e+00,1.424063861e+00,3.036267504e+00,2.873071388e-01,6.409267974e+00,3.829126901e+00,2.332463960e+00,2.160987248e+00,6.583070829e+00,7.521175217e-01,7.051496745e+00,8.468497747e+00,1.356107028e+01,9.080232230e+01,6.174730607e-01,4.400000000e-01,6,actuator_stuck
2.241873518e+00,1.919703287e+00,5.238170632e+00,6.188386999e-01,6.409267974e+00,6.671835604e+00,4.103022364e+00,2.609312528e+00,8.450608523e+00,8.417348139e-01,1.004632441e+01,1.065545466e+01,3.235456197e+01,1.231547189e+02,7.667985122e-01,6.900000000e-01,6,actuator_stuck
1.065644668e-01,9.938372578e-01,-4.611478731e-01,-1.699237257e-02,2.858570827e+00,8.211986432e-01,1.219689923e-01,1.041841714e+00,-5.843666102e-01,8.786508776e-02,3.033101395e+00,1.744270032e+00,2.099379073e+00,9.201926050e+00,8.795944387e-02,0.000000000e+00,0,none
-2.627942899e-02,8.654157228e-01,2.525134125e-01,-2.043563075e-02,2.140995976e+00,8.295404674e-01,6.643861722e-02,9.142462067e-01,-3.015820652e-01,-1.828239276e-01,2.453305097e+00,8.152647637e-01,1.589895198e+00,8.634048366e+00,-3.629947878e-02,0.000000000e+00,0,none
1.888730393e-01,9.238125583e-01,2.552038214e-01,-1.706554516e-01,2.245814366e+00,9.780931723e-01,9.453962588e-02,8.630107777e-01,-6.355154172e-01,-2.716591900e-02,2.526071518e+00,1.294420352e+00,1.642828011e+00,6.644459749e+00,2.530488049e-01,0.000000000e+00,7,actuator_runaway
1.711634051e-01,9.126593111e-01,8.629157854e-02,-2.531181403e-01,2.391061806e+00,9.231933062e-01,1.008633190e-01,8.462344534e-01,-6.522615077e-01,9.413491599e-03,2.526071518e+00,1.366927306e+00,1.588530089e+00,6.644459749e+00,2.669164862e-01,0.000000000e+00,7,actuator_runaway
2.681271038e-01,9.045030093e-01,4.102458531e-01,-1.557687533e-01,2.391061806e+00,1.223780772e+00,-2.576384517e-02,8.557936591e-01,-6.439524191e-01,2.536845245e-02,2.526071518e+00,1.120395341e+00,1.623064400e+00,6.644459749e+00,2.005160981e-01,0.000000000e+00,7,actuator_runaway
2.429672991e-01,8.606291756e-01,3.664087044e-01,-6.462454507e-02,2.391061806e+00,1.342593910e+00,-1.188017542e-02,9.022714030e-01,3.453817205e-01,1.278917474e-01,2.526071518e+00,1.186677587e+00,1.613950510e+00,6.644459749e+00,6.564825463e-02,0.000000000e+00,7,actuator_runaway
7.384660666e-02,9.062644309e-01,-2.336611893e-01,5.615477282e-02,2.534575010e+00,1.132216351e+00,3.042799972e-02,9.931451475e-01,-1.996903688e-01,-2.785271782e-02,2.737804790e+00,7.634853840e-01,1.814031687e+00,8.868752403e+00,2.761222981e-02,0.000000000e+00,0,none
-3.541233211e-02,1.056852651e+00,2.625109883e-01,6.198021102e-02,2.994405002e+00,1.374194008e+00,7.379362684e-02,9.201190943e-01,-2.877036286e-02,-3.874989965e-02,2.782162523e+00,1.042985120e+00,1.970256207e+00,1.069068440e+01,1.332791380e-02,2.000000000e-02,0,none
3.016712142e-01,8.877154876e-01,-2.694546950e-01,-1.132544629e-01,2.598773930e+00,1.110376857e+00,7.136293481e-02,9.735487451e-01,2.441495668e-01,-9.969164963e-02,2.429756814e+00,1.261318174e+00,1.831934136e+00,8.851648063e+00,6.748205399e-02,0.000000000e+00,0,none
2.275718367e-01,9.102938744e-01,-6.086977386e-01,-3.302419280e-02,2.598773930e+00,1.032368698e+00,5.078121581e-02,9.956533266e-01,2.880915771e-01,-5.116513605e-02,2.429756814e+00,1.343645050e+00,1.874328157e+00,8.851648063e+00,1.690889793e-02,0.000000000e+00,0,none
1.388416709e-01,9.334692847e-01,-5.715172041e-01,-3.692421457e-02,3.083477425e+00,1.152553990e+00,7.267751692e-02,1.003495066e+00,-1.745068470e-01,-1.160475255e-01,2.429756814e+00,1.256059846e+00,1.902926284e+00,9.613671222e+00,1.504029942e-02,1.000000000e-02,0,none
-1.264956871e-02,1.027585495e+00,-5.321166346e-01,-6.888617515e-03,3.083477425e+00,1.232221497e+00,9.327268300e-02,9.444380107e-01,-5.316409115e-01,-1.690401470e-01,2.429756814e+00,1.244617655e+00,1.956754911e+00,9.613671222e+00,4.837585087e-03,1.000000000e-02,0,none
2.755034247e-02,1.068991602e+00,-4.040379759e-01,-2.055148835e-02,3.541685360e+00,1.463165831e+00,1.353775922e-01,1.007312106e+00,3.542577477e-01,-3.448052022e-02,2.613735165e+00,1.150165676e+00,2.176506837e+00,1.257978675e+01,5.408815671e-02,2.000000000e-02,0,none
-2.217444051e-01,9.314013205e-01,7.544942561e-01,2.178213574e-01,2.230911643e+00,1.205307303e+00,-1.607915749e-01,9.964208659e-01,2.639590833e-01,-2.714117339e-01,2.922082838e+00,9.440060825e-01,1.935387474e+00,8.780180753e+00,-7.307630780e-02,0.000000000e+00,0,none
1.815617910e+00,1.257083503e+00,2.916888333e+00,5.061330807e-01,4.970446787e+00,3.934620939e+00,-3.301780745e+00,9.928963647e-01,8.412862474e-01,6.847131505e-02,5.730247377e+00,1.592712873e+00,1.676432661e+01,3.873091762e+01,1.629327103e-01,8.600000000e-01,1,sensor_bias
2.067386029e+00,1.205361134e+00,2.536241499e+00,4.407089677e-01,4.970446787e+00,3.467776503e+00,-3.176681670e+00,1.024043675e+00,1.001209124e+00,8.052010792e-02,5.730247377e+00,1.392075218e+00,1.686695234e+01,3.873091762e+01,1.834288114e-01,8.600000000e-01,1,sensor_bias
2.366543511e+00,1.050459202e+00,1.244258789e+00,1.541240975e-01,4.970446787e+00,2.368892160e+00,-3.075290269e+00,9.584130306e-01,4.275915259e-01,1.588248107e-02,5.503149661e+00,1.109502541e+00,1.707995850e+01,3.873091762e+01,5.859223893e-02,8.500000000e-01,1,sensor_bias
2.825067355e+00,1.104365327e+00,1.208547887e+00,-3.388218378e-02,5.617099209e+00,1.746271432e+00,-3.178532575e+00,9.370845973e-01,-4.809532502e-01,1.814843890e-01,5.174022853e+00,1.615389843e+00,2.018182521e+01,5.704589552e+01,-8.543056843e-02,9.200000000e-01,1,sensor_bias
7.736914793e-02,9.442894682e-01,-3.220732162e-01,-2.385209867e-02,2.893659012e+00,1.384817122e+00,-2.138294027e-01,1.055211553e+00,1.645226194e-01,-7.043576617e-02,2.677879289e+00,9.306725939e-01,2.056863020e+00,8.545974255e+00,-1.454699242e-01,0.000000000e+00,0,none
-1.298410074e-01,1.029077503e+00,1.441546871e-02,-9.324335492e-02,3.038113002e+00,1.500149387e+00,7.667283913e-02,9.396927483e-01,3.595628185e-02,1.018375777e-01,2.652919439e+00,9.593775151e-01,1.964760381e+00,1.251750583e+01,-1.525167996e-01,2.000000000e-02,0,none
1.620755669e-01,1.045359967e+00,6.338979763e-01,1.563572522e-01,3.079649550e+00,1.175454542e+00,-3.238041432e-01,8.618258222e-01,-7.776867409e-01,7.094303544e-02,2.840960603e+00,1.171416130e+00,1.966638821e+00,9.652650299e+00,-1.761998435e-02,1.000000000e-02,2,sensor_drift
2.562433993e-01,1.035251919e+00,5.499852545e-01,8.040777910e-02,3.079649550e+00,9.332503721e-01,-4.321519933e-01,8.780128799e-01,-6.630912508e-01,4.721807510e-02,2.840960603e+00,9.724984399e-01,2.095069177e+00,1.108478281e+01,2.661687868e-02,2.000000000e-02,2,sensor_drift
2.235356370e-01,1.060321457e+00,1.853758349e-01,4.126536282e-02,3.079649550e+00,1.118909267e+00,-4.365918045e-01,9.342442571e-01,-3.592485963e-01,3.176571749e-02,3.229027914e+00,1.122166292e+00,2.237674509e+00,1.215304228e+01,1.695412084e-01,4.000000000e-02,2,sensor_drift
2.900352063e-01,1.098596325e+00,3.074842602e-02,-2.955825441e-02,3.079649550e+00,7.811186025e-01,-5.566747091e-01,8.634297352e-01,-3.869645894e-01,-1.895570462e-03,3.229027914e+00,8.037812856e-01,2.346431946e+00,1.215304228e+01,1.184062809e-01,4.000000000e-02,2,sensor_drift
2.953568071e-03,9.630367323e-01,1.417449612e-01,-1.681790100e-02,2.439912600e+00,9.794300969e-01,-2.385725261e-02,8.743865489e-01,6.217945433e-02,1.796839486e-02,2.677781681e+00,6.938634262e-01,1.692569477e+00,8.909189675e+00,-4.801445511e-02,0.000000000e+00,0,none
-7.751878758e-03,9.699330673e-01,1.073219330e-01,-9.722527355e-02,3.003556244e+00,9.810344129e-01,-1.004364095e-01,9.928602794e-01,-4.213654665e-02,9.302272735e-02,2.787205629e+00,9.571747409e-01,1.936689253e+00,9.878179345e+00,-5.188645623e-02,2.000000000e-02,0,none
6.208802611e-01,1.061478533e+00,7.431015792e-01,-3.832707378e-02,3.146422185e+00,1.749872820e+00,-1.605154634e+00,1.093665942e+00,-3.708636401e+00,9.703455826e-01,3.849165574e+00,4.755661140e+00,5.284855567e+00,2.030372886e+01,-2.253617081e-01,2.200000000e-01,3,sensor_stuck
7.463432067e-01,1.115122392e+00,1.436047329e+00,3.780887837e-02,3.181630866e+00,2.020091695e+00,-1.999470432e+00,1.250384356e+00,-4.267338409e+00,9.703363321e-01,4.535291121e+00,5.425998577e+00,7.361869174e+00,2.953415853e+01,-3.934473235e-01,3.200000000e-01,3,sensor_stuck
1.097960630e+00,1.270863633e+00,2.699363505e+00,3.156563218e-01,4.674598813e+00,3.333749958e+00,-2.688542012e+00,1.481189170e+00,-5.091691645e+00,9.707525072e-01,5.562725117e+00,6.426103830e+00,1.224279143e+01,5.219478799e+01,-6.351440304e-01,4.700000000e-01,3,sensor_stuck
2.029422788e+00,1.633873863e+00,4.225451407e+00,5.201266765e-01,5.677158387e+00,5.783682217e+00,-4.046193745e+00,1.725378410e+00,-5.965838545e+00,9.716849887e-01,7.076227182e+00,7.547522251e+00,2.613671513e+01,8.230311848e+01,-7.634489021e-01,7.200000000e-01,3,sensor_stuck
-5.921684039e-02,7.657547329e-01,-3.729477866e-01,1.183566638e-01,1.888011110e+00,1.199486134e+00,1.795155177e-02,9.862691458e-01,-4.952955087e-01,1.274845919e-01,2.767526598e+00,1.452791541e+00,1.562936031e+00,9.847432692e+00,-6.196552676e-02,1.000000000e-02,0,none
-4.631429607e-02,9.923008925e-01,-1.011014122e+00,2.073449239e-01,3.060519618e+00,2.022756855e+00,-2.510024465e-01,1.030766439e+00,6.270312763e-01,-1.244544056e-01,2.781965337e+00,1.177659606e+00,2.112287755e+00,1.025478583e+01,-6.356462363e-02,1.000000000e-02,0,none
-1.225760703e+01,2.122458209e+00,5.484483220e+00,9.412997606e-01,1.925213353e+01,7.981971299e+00,5.332468286e+00,2.372415691e+00,7.000503286e+00,7.525823161e-01,1.039932036e+01,8.841789238e+00,1.888173331e+02,3.733872160e+02,8.068367709e-01,1.000000000e+00,4,sensor_dropout
-1.156879286e+01,1.131842544e+00,2.734361520e+00,9.232479405e-01,1.577369473e+01,3.948417547e+00,6.079920100e+00,1.987915463e+00,5.685880162e+00,6.683613183e-01,1.039932036e+01,7.267086934e+00,1.760352720e+02,2.626849563e+02,6.923084158e-01,1.000000000e+00,4,sensor_dropout
-1.098976963e+01,4.770071592e-01,1.262944056e+00,9.172863273e-01,1.239153231e+01,1.551976301e+00,6.910230377e+00,1.675784499e+00,4.612016121e+00,5.951493956e-01,1.085512036e+01,5.857189824e+00,1.715621099e+02,2.308697334e+02,6.050455115e-01,1.000000000e+00,4,sensor_dropout
-1.034454891e+01,1.000079280e+00,3.019163118e+00,9.642565584e-01,1.124654942e+01,4.211745761e+00,7.902188527e+00,1.398460140e+00,3.145746453e+00,4.802406763e-01,1.085512036e+01,4.439642551e+00,1.724101250e+02,2.308697334e+02,4.771689186e-01,1.000000000e+00,4,sensor_dropout
-5.181684131e-02,9.601118283e-01,-2.747326049e-01,3.177607119e-02,2.583627856e+00,1.193770547e+00,2.879365666e-03,9.124248844e-01,-4.475004324e-01,2.873377287e-02,2.335023117e+00,8.792123496e-01,1.757027168e+00,1.164148880e+01,-8.089719438e-03,1.000000000e-02,0,none
8.950108787e-02,1.101030811e+00,1.314590885e-01,-1.365616222e-01,2.506432653e+00,9.082759857e-01,-2.448923766e-02,8.978133132e-01,-4.426694645e-01,6.762479281e-02,2.741463752e+00,8.717918723e-01,2.026947759e+00,8.280235950e+00,-2.702014826e-02,0.000000000e+00,0,none
-1.076387014e+00,1.216500639e+00,-2.646884053e+00,2.668208497e-01,3.739543897e+00,3.646790142e+00,-1.814727906e+00,1.419477896e+00,-3.393536680e+00,5.377303384e-01,5.167690622e+00,4.524208844e+00,7.946637676e+00,3.489465609e+01,4.621175562e-01,3.700000000e-01,5,actuator_loss_of_effectiveness
-1.376857629e+00,1.261686944e+00,-2.934992854e+00,3.553177329e-01,3.800170994e+00,3.935221927e+00,-2.123771263e+00,1.424158346e+00,-3.495317782e+00,5.981331989e-01,5.167690622e+00,4.516254069e+00,1.002622225e+01,3.888311678e+01,4.946896357e-01,4.700000000e-01,5,actuator_loss_of_effectiveness
-1.808317629e+00,1.272957125e+00,-3.074937842e+00,4.035304741e-01,4.463522757e+00,4.140570022e+00,-2.620502089e+00,1.374544504e+00,-3.119828579e+00,5.336546541e-01,5.660751830e+00,4.224245547e+00,1.364683628e+01,4.223750078e+01,4.766628963e-01,6.200000000e-01,5,actuator_loss_of_effectiveness
-2.497774468e+00,1.163171525e+00,-2.492192663e+00,2.983117351e-01,5.242525129e+00,3.654423943e+00,-3.240485591e+00,1.215560465e+00,-2.313700083e+00,3.809484078e-01,6.268849994e+00,3.469577758e+00,1.957017940e+01,5.338607750e+01,3.166791319e-01,8.200000000e-01,5,actuator_loss_of_effectiveness
1.167731325e-01,1.051536311e+00,-4.450695739e-04,-3.966796919e-02,2.571079019e+00,9.864441785e-01,-3.508533151e-02,9.749298707e-01,5.702142277e-01,7.133560571e-02,2.548969087e+00,1.604941828e+00,2.071083811e+00,8.684481916e+00,6.962888505e-02,0.000000000e+00,0,none
-2.291470950e-01,1.020250103e+00,1.617946458e-01,1.225888482e-02,2.529595572e+00,1.070247535e+00,-6.717000354e-04,9.868586205e-01,-6.501559619e-02,8.133777942e-03,2.323300547e+00,1.206063926e+00,2.067309052e+00,9.037315815e+00,8.036827460e-02,0.000000000e+00,0,none
2.690160215e-01,1.101746236e+00,1.557156824e+00,1.327832348e-01,3.242522451e+00,2.346301711e+00,7.896963866e-01,1.198252254e+00,2.340736785e+00,3.577343753e-01,3.778392919e+00,3.079067957e+00,3.345643235e+00,1.749240895e+01,2.404580750e-01,7.000000000e-02,6,actuator_stuck
4.226939685e-01,1.155803322e+00,2.155425595e+00,2.256827765e-01,3.373743425e+00,2.995627111e+00,1.082624385e+00,1.252091696e+00,2.571680281e+00,4.111375559e-01,4.816938251e+00,3.503904039e+00,4.254360684e+00,3.167058607e+01,3.355564342e-01,1.000000000e-01,6,actuator_stuck
7.707222148e-01,1.284294007e+00,3.008731106e+00,3.960455311e-01,4.013466975e+00,3.795044207e+00,1.584831749e+00,1.443038584e+00,3.429659825e+00,5.684619822e-01,5.477385051e+00,4.715830532e+00,6.837475855e+00,4.045839195e+01,4.356326911e-01,2.400000000e-01,6,actuator_stuck
1.675340331e+00,1.474760233e+00,3.727353497e+00,5.131301728e-01,5.310508548e+00,4.985111271e+00,2.810718568e+00,2.037296166e+00,6.005371619e+00,7.752643421e-01,7.495555924e+00,7.865618800e+00,1.703239750e+01,7.132540201e+01,6.426226251e-01,4.800000000e-01,6,actuator_stuck
-1.386306630e-01,1.060642956e+00,4.517721605e-01,-2.286127686e-02,2.702584743e+00,1.089253263e+00,-7.401151755e-02,9.834598325e-01,8.431367963e-01,-1.081759345e-02,2.450208747e+00,1.403987188e+00,2.116852888e+00,9.377977068e+00,6.645171937e-03,1.000000000e-02,0,none
7.159047267e-02,1.098127874e+00,-6.925553711e-02,1.578455020e-01,3.060763814e+00,9.465023387e-01,-1.386167957e-01,9.692316093e-01,-3.435195296e-01,-1.279275446e-02,2.601174941e+00,1.235224300e+00,2.169634552e+00,1.082872143e+01,-1.695047282e-02,2.000000000e-02,0,none
3.238450996e-01,1.103878532e+00,7.262587048e-01,8.391591247e-02,2.923933815e+00,1.555406583e+00,5.106073207e-01,9.971569963e-01,1.484428327e+00,1.832021942e-01,3.340814241e+00,2.189816935e+00,2.578465374e+00,1.129409456e+01,2.116668165e-02,3.000000000e-02,7,actuator_runaway
3.625708821e-01,1.113560615e+00,1.070743146e+00,5.001993367e-02,2.923933815e+00,1.730819508e+00,6.821301397e-01,9.890130025e-01,1.349627076e+00,6.607502212e-02,3.340814241e+00,1.945486588e+00,2.814923134e+00,1.129409456e+01,1.240806273e-01,6.000000000e-02,7,actuator_runaway
5.614971227e-01,1.174004977e+00,1.437907096e+00,9.384143044e-02,3.357174474e+00,2.040263261e+00,9.318983048e-01,1.046991343e+00,1.545025692e+00,1.563235952e-01,3.836020165e+00,2.195802886e+00,3.658192029e+00,2.102773705e+01,2.088958485e-01,1.000000000e-01,7,actuator_runaway
9.134298585e-01,1.205746167e+00,1.455917196e+00,2.452160842e-02,3.675429703e+00,2.095296195e+00,1.318325007e+00,1.045996712e+00,1.548593818e+00,1.845868216e-01,3.836020165e+00,2.243723309e+00,5.120267869e+00,2.102773705e+01,2.187969218e-01,2.000000000e-01,7,actuator_runaway
-8.621530888e-02,1.060523013e+00,5.007000495e-01,-1.219430033e-01,2.448997544e+00,1.008177941e+00,1.837873527e-02,9.630783306e-01,2.148422015e-01,1.618752901e-02,2.864983008e+00,1.139570453e+00,2.059999789e+00,1.412083903e+01,1.562050674e-02,2.000000000e-02,0,none
-7.566705477e-02,9.765509042e-01,-3.641974780e-01,-1.611572504e-01,2.934316785e+00,1.261901452e+00,-5.022435046e-02,9.241585605e-01,3.519148996e-01,-2.505016502e-01,2.462453616e+00,8.221223050e-01,1.815968702e+00,9.547895444e+00,6.567612805e-02,1.000000000e-02,0,none
2.332240195e-02,1.038762706e+00,-2.258863701e-01,5.897701556e-02,3.075603889e+00,1.416867519e+00,-8.574000759e-02,1.077282435e+00,-6.294783405e-01,-1.442751516e-01,2.854120419e+00,1.336868230e+00,2.247460688e+00,1.014688918e+01,6.649871781e-02,2.000000000e-02,0,none
3.220065355e-02,1.043002096e+00,5.245122321e-03,6.231032562e-02,3.075603889e+00,1.416958370e+00,-2.139358966e-02,1.072425227e+00,-1.063392980e-01,-7.607155573e-02,2.854120419e+00,1.806597081e+00,2.239443807e+00,1.014688918e+01,6.654548414e-02,2.000000000e-02,0,none
1.013934399e-01,1.048111069e+00,-2.289796010e-01,6.586597498e-02,3.075603889e+00,1.659133122e+00,-6.536109388e-02,1.003610215e+00,7.385884619e-01,-9.756203368e-02,2.854120419e+00,1.485634300e+00,2.120322979e+00,1.014688918e+01,1.062227668e-01,2.000000000e-02,0,none
4.216031210e-02,1.035503158e+00,1.797700928e-01,4.019722152e-02,2.715277376e+00,1.451817175e+00,9.312202111e-02,1.013647622e+00,9.278896671e-01,1.779484177e-02,2.502813338e+00,1.802257613e+00,2.110197495e+00,1.084484441e+01,1.437458355e-01,1.000000000e-02,0,none
5.178360137e-02,1.045742700e+00,1.443507186e-01,6.686308292e-02,2.595059301e+00,8.869145766e-01,2.847107998e-02,1.036578776e+00,3.469331815e-02,-1.192811416e-01,3.138275225e+00,9.601868701e-01,2.171565498e+00,1.318620449e+01,-6.545545215e-02,1.000000000e-02,0,none
9.900100585e-02,1.013320085e+00,6.146526556e-01,-7.669892856e-02,2.899648815e+00,1.287495934e+00,1.297495856e-01,9.944000431e-01,1.206903806e-02,1.138034047e-01,2.579459355e+00,1.381277378e+00,2.042285195e+00,9.056704206e+00,-9.378005586e-03,0.000000000e+00,0,none
-9.567961472e-01,1.332770495e+00,-1.945292425e+00,1.035489155e-01,4.406611894e+00,2.880998062e+00,1.760217971e+00,1.070573294e+00,-6.383628464e-01,1.432447737e-01,4.430285842e+00,1.353188261e+00,6.936230544e+00,2.072445181e+01,1.079437059e-01,3.200000000e-01,1,sensor_bias
-1.097951287e+00,1.327801191e+00,-1.801800257e+00,1.221474024e-01,4.406611894e+00,2.547420975e+00,1.703014371e+00,1.105168903e+00,-6.379083425e-01,8.230629262e-02,4.430285842e+00,1.124890715e+00,7.090209282e+00,2.072445181e+01,1.094727854e-01,3.500000000e-01,1,sensor_bias
-1.324752263e+00,1.223734023e+00,-9.448680783e-01,2.614584520e-02,4.406611894e+00,1.608706317e+00,1.555478958e+00,1.087832464e+00,-1.985639709e-01,6.052311344e-02,4.010416864e+00,9.654996576e-01,6.855387776e+00,2.072445181e+01,2.885488765e-03,3.000000000e-01,1,sensor_bias
