seed,log10_rate_proxy,log10_mean_field_t,rate_trend_per_1000s,saturation_duty,field_variability,log10_max_dipole,log10_inertia_scale,log10_elapsed_s,label_log10_gain_ratio
1003,-1.359640036e+00,-4.640103450e+00,1.306083560e-01,0.000000000e+00,2.177593712e-02,-4.381392245e-01,-1.692981428e+00,3.009025742e+00,2.857142857e-01
1003,-1.365798232e+00,-4.655097357e+00,-4.393100288e-01,0.000000000e+00,1.805880918e-02,-4.381392245e-01,-1.692981428e+00,3.021602716e+00,2.857142857e-01
1003,-1.373170065e+00,-4.666851703e+00,-3.383243314e-01,0.000000000e+00,1.322539036e-02,-4.381392245e-01,-1.692981428e+00,3.033825694e+00,2.857142857e-01
1003,-1.396647648e+00,-4.674578222e+00,-1.096143027e+00,0.000000000e+00,7.505834237e-03,-4.381392245e-01,-1.692981428e+00,3.045714059e+00,2.857142857e-01
1003,-1.431588827e+00,-4.677700715e+00,-1.298717190e+00,0.000000000e+00,1.929222099e-03,-4.381392245e-01,-1.692981428e+00,3.057285644e+00,2.857142857e-01
1003,-1.474120253e+00,-4.675972565e+00,-1.938281429e+00,0.000000000e+00,5.760613054e-03,-4.381392245e-01,-1.692981428e+00,3.068556895e+00,2.857142857e-01
1003,-1.554301150e+00,-4.669531900e+00,-3.142593898e+00,0.000000000e+00,1.164346379e-02,-4.381392245e-01,-1.692981428e+00,3.079543007e+00,2.857142857e-01
1003,-1.647828183e+00,-4.658870351e+00,-2.531506465e+00,0.000000000e+00,1.676613165e-02,-4.381392245e-01,-1.692981428e+00,3.090258053e+00,2.857142857e-01
1003,-1.722818552e+00,-4.644729220e+00,-4.460226756e+00,0.000000000e+00,2.081397256e-02,-4.381392245e-01,-1.692981428e+00,3.100715087e+00,2.857142857e-01
1003,-1.921510469e+00,-4.627965133e+00,-7.062601648e+00,0.000000000e+00,2.370890787e-02,-4.381392245e-01,-1.692981428e+00,3.110926242e+00,2.857142857e-01
1003,-2.116825593e+00,-4.609429147e+00,-5.418288479e+00,0.000000000e+00,2.551991999e-02,-4.381392245e-01,-1.692981428e+00,3.120902818e+00,2.857142857e-01
1003,-2.260946264e+00,-4.589884617e+00,-3.483606657e+00,0.000000000e+00,2.639812152e-02,-4.381392245e-01,-1.692981428e+00,3.130655349e+00,2.857142857e-01
1003,-2.288148077e+00,-4.569967297e+00,3.676524689e-01,0.000000000e+00,2.652366808e-02,-4.381392245e-01,-1.692981428e+00,3.140193679e+00,2.857142857e-01
1003,-2.270628153e+00,-4.550177881e+00,2.133014565e+00,0.000000000e+00,2.607105363e-02,-4.381392245e-01,-1.692981428e+00,3.149527014e+00,2.857142857e-01
1003,-2.135862446e+00,-4.530893774e+00,5.897599701e+00,0.000000000e+00,2.519151817e-02,-4.381392245e-01,-1.692981428e+00,3.158663981e+00,2.857142857e-01
1003,-1.975855356e+00,-4.512389245e+00,2.481529783e+00,0.000000000e+00,2.400737150e-02,-4.381392245e-01,-1.692981428e+00,3.167612673e+00,2.857142857e-01
1003,-1.971751606e+00,-4.494857086e+00,-3.387690838e-01,0.000000000e+00,2.261299829e-02,-4.381392245e-01,-1.692981428e+00,3.176380692e+00,2.857142857e-01
1003,-1.963757419e+00,-4.478428244e+00,9.433920528e-01,0.000000000e+00,2.107880526e-02,-4.381392245e-01,-1.692981428e+00,3.184975191e+00,2.857142857e-01
1003,-1.942847039e+00,-4.463188114e+00,2.061616373e-01,0.000000000e+00,1.945593002e-02,-4.381392245e-01,-1.692981428e+00,3.193402903e+00,2.857142857e-01
1003,-1.949914819e+00,-4.449189370e+00,-1.138042714e+00,0.000000000e+00,1.778064761e-02,-4.381392245e-01,-1.692981428e+00,3.201670180e+00,2.857142857e-01
1003,-2.008634612e+00,-4.436461730e+00,-1.412851865e+00,0.000000000e+00,1.607807180e-02,-4.381392245e-01,-1.692981428e+00,3.209783015e+00,2.857142857e-01
1003,-2.013537278e+00,-4.425019231e+00,3.789991482e-01,0.000000000e+00,1.436508566e-02,-4.381392245e-01,-1.692981428e+00,3.217747073e+00,2.857142857e-01
1003,-2.013463109e+00,-4.414865562e+00,-1.125861235e+00,0.000000000e+00,1.265258278e-02,-4.381392245e-01,-1.692981428e+00,3.225567713e+00,2.857142857e-01
1004,-1.242545549e+00,-4.328924558e+00,-1.573553227e+01,5.000000000e-01,2.930038576e-03,-8.094831139e-01,-2.086781695e+00,1.785329835e+00,0.000000000e+00
1004,-1.683961125e+00,-4.327451100e+00,-1.436365295e+01,1.666666667e-02,1.135194589e-03,-8.094831139e-01,-2.086781695e+00,1.959041392e+00,0.000000000e+00
1004,-1.821926162e+00,-4.327376650e+00,-1.727367871e+00,0.000000000e+00,9.593775033e-04,-8.094831139e-01,-2.086781695e+00,2.082785370e+00,0.000000000e+00
1004,-1.773290044e+00,-4.328700938e+00,-1.710912935e-01,0.000000000e+00,2.734147293e-03,-8.094831139e-01,-2.086781695e+00,2.178976947e+00,0.000000000e+00
1004,-1.745477361e+00,-4.331426572e+00,-3.336256587e-01,0.000000000e+00,4.583238610e-03,-8.094831139e-01,-2.086781695e+00,2.257678575e+00,0.000000000e+00
1004,-1.766154965e+00,-4.335558863e+00,4.407257169e-01,0.000000000e+00,6.451020854e-03,-8.094831139e-01,-2.086781695e+00,2.324282455e+00,0.000000000e+00
1004,-1.798718836e+00,-4.341105453e+00,1.042777824e+00,0.000000000e+00,8.333589306e-03,-8.094831139e-01,-2.086781695e+00,2.382017043e+00,0.000000000e+00
1004,-1.848393426e+00,-4.348075676e+00,1.767981298e+00,0.000000000e+00,1.023086674e-02,-8.094831139e-01,-2.086781695e+00,2.432969291e+00,0.000000000e+00
1004,-1.903194332e+00,-4.356479591e+00,4.239989861e+00,0.000000000e+00,1.214232771e-02,-8.094831139e-01,-2.086781695e+00,2.478566496e+00,0.000000000e+00
1004,-1.937995728e+00,-4.366326547e+00,5.018544876e+00,0.000000000e+00,1.406553244e-02,-8.094831139e-01,-2.086781695e+00,2.519827994e+00,0.000000000e+00
1004,-1.937188702e+00,-4.377623097e+00,3.952648442e+00,0.000000000e+00,1.599489849e-02,-8.094831139e-01,-2.086781695e+00,2.557507202e+00,0.000000000e+00
1004,-1.932050328e+00,-4.390370006e+00,3.150048131e+00,0.000000000e+00,1.792020494e-02,-8.094831139e-01,-2.086781695e+00,2.592176757e+00,0.000000000e+00
1004,-1.909109292e+00,-4.404557995e+00,2.495307808e+00,0.000000000e+00,1.982458607e-02,-8.094831139e-01,-2.086781695e+00,2.624282096e+00,0.000000000e+00
1004,-1.883045925e+00,-4.420161722e+00,2.214013409e+00,0.000000000e+00,2.168180040e-02,-8.094831139e-01,-2.086781695e+00,2.654176542e+00,0.000000000e+00
1004,-1.849887718e+00,-4.437131374e+00,2.048320888e+00,0.000000000e+00,2.345255897e-02,-8.094831139e-01,-2.086781695e+00,2.682145076e+00,0.000000000e+00
1004,-1.820557344e+00,-4.455381086e+00,1.992905044e+00,0.000000000e+00,2.507973447e-02,-8.094831139e-01,-2.086781695e+00,2.708420900e+00,0.000000000e+00
1004,-1.790005728e+00,-4.474773314e+00,1.885685784e+00,0.000000000e+00,2.648243458e-02,-8.094831139e-01,-2.086781695e+00,2.733197265e+00,0.000000000e+00
1004,-1.752319168e+00,-4.495098437e+00,1.735204836e+00,0.000000000e+00,2.754935066e-02,-8.094831139e-01,-2.086781695e+00,2.756636108e+00,0.000000000e+00
1004,-1.710960043e+00,-4.516049473e+00,1.482466950e+00,0.000000000e+00,2.813271066e-02,-8.094831139e-01,-2.086781695e+00,2.778874472e+00,0.000000000e+00
1004,-1.665270980e+00,-4.537193371e+00,1.243907590e+00,0.000000000e+00,2.804583416e-02,-8.094831139e-01,-2.086781695e+00,2.800029359e+00,0.000000000e+00
1004,-1.633578598e+00,-4.557943506e+00,1.076122957e+00,0.000000000e+00,2.706978112e-02,-8.094831139e-01,-2.086781695e+00,2.820201459e+00,0.000000000e+00
1004,-1.610066077e+00,-4.577543057e+00,1.032656505e+00,0.000000000e+00,2.497717505e-02,-8.094831139e-01,-2.086781695e+00,2.839478047e+00,0.000000000e+00
1004,-1.574465374e+00,-4.595075191e+00,9.044988496e-01,0.000000000e+00,2.158148883e-02,-8.094831139e-01,-2.086781695e+00,2.857935265e+00,0.000000000e+00
1004,-1.544271151e+00,-4.609519622e+00,6.357912295e-01,0.000000000e+00,1.681375872e-02,-8.094831139e-01,-2.086781695e+00,2.875639937e+00,0.000000000e+00
1004,-1.534951622e+00,-4.619869084e+00,3.212677526e-01,0.000000000e+00,1.081741384e-02,-8.094831139e-01,-2.086781695e+00,2.892651034e+00,0.000000000e+00
1004,-1.534545227e+00,-4.625296754e+00,-2.103970349e-01,0.000000000e+00,4.149032023e-03,-8.094831139e-01,-2.086781695e+00,2.909020854e+00,0.000000000e+00
1004,-1.540706067e+00,-4.625330899e+00,-5.558348269e-01,0.000000000e+00,4.068892516e-03,-8.094831139e-01,-2.086781695e+00,2.924795996e+00,0.000000000e+00
1004,-1.571178728e+00,-4.619969044e+00,-1.201604748e+00,0.000000000e+00,1.073485338e-02,-8.094831139e-01,-2.086781695e+00,2.940018155e+00,0.000000000e+00
1004,-1.610473731e+00,-4.609678602e+00,-1.608445495e+00,0.000000000e+00,1.674168862e-02,-8.094831139e-01,-2.086781695e+00,2.954724791e+00,0.000000000e+00
1004,-1.670370447e+00,-4.595283622e+00,-2.334948821e+00,0.000000000e+00,2.152296776e-02,-8.094831139e-01,-2.086781695e+00,2.968949681e+00,0.000000000e+00
1005,-7.276461032e-01,-4.509734445e+00,-1.417431600e+00,9.833333333e-01,1.389881539e-02,-8.048396307e-01,-1.792619377e+00,1.785329835e+00,-2.857142857e-01
1005,-7.690424415e-01,-4.499744163e+00,-9.183964931e-01,1.000000000e+00,1.267175973e-02,-8.048396307e-01,-1.792619377e+00,1.959041392e+00,-2.857142857e-01
1005,-8.074493721e-01,-4.490702419e+00,-1.761466931e+00,1.000000000e+00,1.137935873e-02,-8.048396307e-01,-1.792619377e+00,2.082785370e+00,-2.857142857e-01
1005,-8.589888980e-01,-4.482651536e+00,-1.829597413e+00,1.000000000e+00,1.003963283e-02,-8.048396307e-01,-1.792619377e+00,2.178976947e+00,-2.857142857e-01
1005,-9.130107477e-01,-4.475621975e+00,-2.228879821e+00,9.833333333e-01,8.666332074e-03,-8.048396307e-01,-1.792619377e+00,2.257678575e+00,-2.857142857e-01
1005,-9.781998148e-01,-4.469635235e+00,-3.135204608e+00,8.833333333e-01,7.269877364e-03,-8.048396307e-01,-1.792619377e+00,2.324282455e+00,-2.857142857e-01
1005,-1.070358694e+00,-4.464706110e+00,-2.793087343e+00,7.500000000e-01,5.858210589e-03,-8.048396307e-01,-1.792619377e+00,2.382017043e+00,-2.857142857e-01
1005,-1.135163570e+00,-4.460844435e+00,-2.527820015e+00,4.833333333e-01,4.437681578e-03,-8.048396307e-01,-1.792619377e+00,2.432969291e+00,-2.857142857e-01
1005,-1.267879451e+00,-4.458056389e+00,-2.511601577e+00,1.333333333e-01,3.014542807e-03,-8.048396307e-01,-1.792619377e+00,2.478566496e+00,-2.857142857e-01
1005,-1.335454507e+00,-4.456345436e+00,-2.283713788e+00,0.000000000e+00,1.601517209e-03,-8.048396307e-01,-1.792619377e+00,2.519827994e+00,-2.857142857e-01
1005,-1.408215328e+00,-4.455712965e+00,-3.292484027e+00,0.000000000e+00,3.903420294e-04,-8.048396307e-01,-1.792619377e+00,2.557507202e+00,-2.857142857e-01
1005,-1.501949565e+00,-4.456158664e+00,-3.312193988e+00,0.000000000e+00,1.360158099e-03,-8.048396307e-01,-1.792619377e+00,2.592176757e+00,-2.857142857e-01
1005,-1.544195521e+00,-4.457680650e+00,-1.585150465e+00,0.000000000e+00,2.762937091e-03,-8.048396307e-01,-1.792619377e+00,2.624282096e+00,-2.857142857e-01
1005,-1.635277663e+00,-4.460275379e+00,-1.054234458e+00,0.000000000e+00,4.177747273e-03,-8.048396307e-01,-1.792619377e+00,2.654176542e+00,-2.857142857e-01
1005,-1.675836525e+00,-4.463937309e+00,-2.357111923e+00,0.000000000e+00,5.587990525e-03,-8.048396307e-01,-1.792619377e+00,2.682145076e+00,-2.857142857e-01
1005,-1.747868600e+00,-4.468658326e+00,-3.579005173e+00,0.000000000e+00,6.987124457e-03,-8.048396307e-01,-1.792619377e+00,2.708420900e+00,-2.857142857e-01
1005,-1.746458157e+00,-4.474426870e+00,2.124989340e+00,0.000000000e+00,8.369017844e-03,-8.048396307e-01,-1.792619377e+00,2.733197265e+00,-2.857142857e-01
1005,-1.771422936e+00,-4.481226747e+00,-3.249705741e+00,0.000000000e+00,9.726199608e-03,-8.048396307e-01,-1.792619377e+00,2.756636108e+00,-2.857142857e-01
1005,-1.807941621e+00,-4.489035531e+00,7.404807449e-01,0.000000000e+00,1.104897767e-02,-8.048396307e-01,-1.792619377e+00,2.778874472e+00,-2.857142857e-01
1005,-1.822210506e+00,-4.497822510e+00,-2.918814717e+00,0.000000000e+00,1.232465798e-02,-8.048396307e-01,-1.792619377e+00,2.800029359e+00,-2.857142857e-01
1005,-1.881656856e+00,-4.507546070e+00,2.246977594e-01,0.000000000e+00,1.353670664e-02,-8.048396307e-01,-1.792619377e+00,2.820201459e+00,-2.857142857e-01
1005,-1.851276709e+00,-4.518150436e+00,1.156146520e+00,0.000000000e+00,1.466382116e-02,-8.048396307e-01,-1.792619377e+00,2.839478047e+00,-2.857142857e-01
1005,-1.869387139e+00,-4.529561699e+00,-1.290300883e+00,0.000000000e+00,1.567893259e-02,-8.048396307e-01,-1.792619377e+00,2.857935265e+00,-2.857142857e-01
1005,-1.839429520e+00,-4.541683090e+00,2.174819146e+00,0.000000000e+00,1.654821845e-02,-8.048396307e-01,-1.792619377e+00,2.875639937e+00,-2.857142857e-01
1005,-1.849052754e+00,-4.554389572e+00,-2.090966756e+00,0.000000000e+00,1.723028968e-02,-8.048396307e-01,-1.792619377e+00,2.892651034e+00,-2.857142857e-01
1005,-1.889535112e+00,-4.567521973e+00,2.337229695e-01,0.000000000e+00,1.767583277e-02,-8.048396307e-01,-1.792619377e+00,2.909020854e+00,-2.857142857e-01
1005,-1.851678086e+00,-4.580881160e+00,1.273355827e+00,0.000000000e+00,1.782814161e-02,-8.048396307e-01,-1.792619377e+00,2.924795996e+00,-2.857142857e-01
1005,-1.858337895e+00,-4.594223127e+00,-1.334359459e+00,0.000000000e+00,1.762513717e-02,-8.048396307e-01,-1.792619377e+00,2.940018155e+00,-2.857142857e-01
1005,-1.872198192e+00,-4.607256392e+00,1.163253892e+00,0.000000000e+00,1.700358372e-02,-8.048396307e-01,-1.792619377e+00,2.954724791e+00,-2.857142857e-01
1005,-1.826229825e+00,-4.619643578e+00,8.573093034e-01,0.000000000e+00,1.590614116e-02,-8.048396307e-01,-1.792619377e+00,2.968949681e+00,-2.857142857e-01
1005,-1.838312747e+00,-4.631009398e+00,-1.054958590e+00,0.000000000e+00,1.429147502e-02,-8.048396307e-01,-1.792619377e+00,2.982723388e+00,-2.857142857e-01
1005,-1.854046474e+00,-4.640957068e+00,5.281845897e-02,0.000000000e+00,1.214675680e-02,-8.048396307e-01,-1.792619377e+00,2.996073654e+00,-2.857142857e-01
1005,-1.845436901e+00,-4.649094066e+00,2.600605270e-01,0.000000000e+00,9.500744281e-03,-8.048396307e-01,-1.792619377e+00,3.009025742e+00,-2.857142857e-01
1005,-1.846681550e+00,-4.655065909e+00,-3.594073892e-01,0.000000000e+00,6.435902264e-03,-8.048396307e-01,-1.792619377e+00,3.021602716e+00,-2.857142857e-01
1006,-1.218923528e+00,-4.421777788e+00,-3.009288126e+00,3.666666667e-01,9.764367016e-03,-8.360201834e-01,-1.511652833e+00,1.785329835e+00,0.000000000e+00
1006,-1.208730394e+00,-4.429731330e+00,2.599333390e+00,3.666666667e-01,1.140419418e-02,-8.360201834e-01,-1.511652833e+00,1.959041392e+00,0.000000000e+00
1006,-1.182173791e+00,-4.438915563e+00,1.948698708e+00,4.166666667e-01,1.303437537e-02,-8.360201834e-01,-1.511652833e+00,2.082785370e+00,0.000000000e+00
1006,-1.138546586e+00,-4.449319377e+00,2.502565195e+00,4.166666667e-01,1.464485986e-02,-8.360201834e-01,-1.511652833e+00,2.178976947e+00,0.000000000e+00
1006,-1.083031837e+00,-4.460922450e+00,2.347265298e+00,4.833333333e-01,1.622089278e-02,-8.360201834e-01,-1.511652833e+00,2.257678575e+00,0.000000000e+00
1006,-1.026251100e+00,-4.473691094e+00,1.397271560e+00,5.666666667e-01,1.774140797e-02,-8.360201834e-01,-1.511652833e+00,2.324282455e+00,0.000000000e+00
1006,-1.002769256e+00,-4.487572749e+00,1.249429143e+00,7.000000000e-01,1.917701352e-02,-8.360201834e-01,-1.511652833e+00,2.382017043e+00,0.000000000e+00
1006,-9.571647058e-01,-4.502488806e+00,1.483947784e+00,8.333333333e-01,2.048754467e-02,-8.360201834e-01,-1.511652833e+00,2.432969291e+00,0.000000000e+00
1006,-9.237253435e-01,-4.518325446e+00,8.863700774e-01,9.166666667e-01,2.161925932e-02,-8.360201834e-01,-1.511652833e+00,2.478566496e+00,0.000000000e+00
1006,-9.175513552e-01,-4.534922316e+00,9.332319190e-01,9.166666667e-01,2.250195390e-02,-8.360201834e-01,-1.511652833e+00,2.519827994e+00,0.000000000e+00
1006,-8.963600832e-01,-4.552059203e+00,6.932605581e-01,9.166666667e-01,2.304663957e-02,-8.360201834e-01,-1.511652833e+00,2.557507202e+00,0.000000000e+00
1006,-8.774850670e-01,-4.569441539e+00,3.519628066e-01,9.666666667e-01,2.314499446e-02,-8.360201834e-01,-1.511652833e+00,2.592176757e+00,0.000000000e+00
1006,-8.658566904e-01,-4.586686776e+00,2.608080769e-01,1.000000000e+00,2.267257894e-02,-8.360201834e-01,-1.511652833e+00,2.624282096e+00,0.000000000e+00
1006,-8.578929992e-01,-4.603315437e+00,2.274250782e-01,1.000000000e+00,2.149854871e-02,-8.360201834e-01,-1.511652833e+00,2.654176542e+00,0.000000000e+00
1006,-8.630292049e-01,-4.618752768e+00,-1.314570215e-03,1.000000000e+00,1.950472224e-02,-8.360201834e-01,-1.511652833e+00,2.682145076e+00,0.000000000e+00
1006,-8.723840000e-01,-4.632348497e+00,-2.068730713e-01,9.333333333e-01,1.661533873e-02,-8.360201834e-01,-1.511652833e+00,2.708420900e+00,0.000000000e+00
1006,-8.855962382e-01,-4.643421464e+00,-6.013678819e-01,8.500000000e-01,1.283500626e-02,-8.360201834e-01,-1.511652833e+00,2.733197265e+00,0.000000000e+00
1006,-9.037654295e-01,-4.651330726e+00,-8.431191087e-01,7.500000000e-01,8.289967050e-03,-8.360201834e-01,-1.511652833e+00,2.756636108e+00,0.000000000e+00
1006,-9.288233518e-01,-4.655564419e+00,-1.151538166e+00,5.166666667e-01,3.333458540e-03,-8.360201834e-01,-1.511652833e+00,2.778874472e+00,0.000000000e+00
1006,-9.704738084e-01,-4.655825569e+00,-1.558452471e+00,2.666666667e-01,2.722812121e-03,-8.360201834e-01,-1.511652833e+00,2.800029359e+00,0.000000000e+00
1006,-1.016193381e+00,-4.652087797e+00,-1.625650859e+00,1.500000000e-01,7.679691594e-03,-8.360201834e-01,-1.511652833e+00,2.820201459e+00,0.000000000e+00
1006,-1.072381856e+00,-4.644600470e+00,-1.751658075e+00,1.000000000e-01,1.234338722e-02,-8.360201834e-01,-1.511652833e+00,2.839478047e+00,0.000000000e+00
1006,-1.118397515e+00,-4.633841335e+00,-1.395749190e+00,3.333333333e-02,1.628127202e-02,-8.360201834e-01,-1.511652833e+00,2.857935265e+00,0.000000000e+00
1006,-1.172663759e+00,-4.620434271e+00,-1.089839323e+00,0.000000000e+00,1.934066226e-02,-8.360201834e-01,-1.511652833e+00,2.875639937e+00,0.000000000e+00
1006,-1.217409676e+00,-4.605059098e+00,-2.425051351e-01,0.000000000e+00,2.149779746e-02,-8.360201834e-01,-1.511652833e+00,2.892651034e+00,0.000000000e+00
1006,-1.253716595e+00,-4.588376120e+00,-2.009268258e-02,0.000000000e+00,2.281655385e-02,-8.360201834e-01,-1.511652833e+00,2.909020854e+00,0.000000000e+00
1006,-1.275668644e+00,-4.570976429e+00,8.353623364e-01,0.000000000e+00,2.340978540e-02,-8.360201834e-01,-1.511652833e+00,2.924795996e+00,0.000000000e+00
1006,-1.289268136e+00,-4.553357928e+00,6.843906680e-01,0.000000000e+00,2.340774179e-02,-8.360201834e-01,-1.511652833e+00,2.940018155e+00,0.000000000e+00
1006,-1.308124705e+00,-4.535920896e+00,8.399807127e-01,0.000000000e+00,2.293703358e-02,-8.360201834e-01,-1.511652833e+00,2.954724791e+00,0.000000000e+00
1006,-1.322695201e+00,-4.518975470e+00,-9.945114714e-02,0.000000000e+00,2.210937650e-02,-8.360201834e-01,-1.511652833e+00,2.968949681e+00,0.000000000e+00
1006,-1.341386392e+00,-4.502754751e+00,-9.169395608e-01,0.000000000e+00,2.101738879e-02,-8.360201834e-01,-1.511652833e+00,2.982723388e+00,0.000000000e+00
1006,-1.332450228e+00,-4.487429338e+00,-8.302978074e-01,0.000000000e+00,1.973461225e-02,-8.360201834e-01,-1.511652833e+00,2.996073654e+00,0.000000000e+00
1006,-1.346629674e+00,-4.473120970e+00,-9.425607887e-01,0.000000000e+00,1.831761731e-02,-8.360201834e-01,-1.511652833e+00,3.009025742e+00,0.000000000e+00
1006,-1.402577760e+00,-4.459914253e+00,-1.024595376e+00,0.000000000e+00,1.680884449e-02,-8.360201834e-01,-1.511652833e+00,3.021602716e+00,0.000000000e+00
1006,-1.417044424e+00,-4.447866224e+00,-3.755213693e-01,0.000000000e+00,1.523945199e-02,-8.360201834e-01,-1.511652833e+00,3.033825694e+00,0.000000000e+00
1006,-1.464318509e+00,-4.437013885e+00,-2.018469038e+00,0.000000000e+00,1.363183806e-02,-8.360201834e-01,-1.511652833e+00,3.045714059e+00,0.000000000e+00
1006,-1.493655806e+00,-4.427379997e+00,-7.589081655e-01,0.000000000e+00,1.200173396e-02,-8.360201834e-01,-1.511652833e+00,3.057285644e+00,0.000000000e+00
1006,-1.561001335e+00,-4.418977478e+00,-2.143639435e+00,0.000000000e+00,1.035987901e-02,-8.360201834e-01,-1.511652833e+00,3.068556895e+00,0.000000000e+00
1006,-1.578127891e+00,-4.411812682e+00,-3.013742650e-01,0.000000000e+00,8.713343061e-03,-8.360201834e-01,-1.511652833e+00,3.079543007e+00,0.000000000e+00
1006,-1.629013151e+00,-4.405887835e+00,-3.208156132e+00,0.000000000e+00,7.066594730e-03,-8.360201834e-01,-1.511652833e+00,3.090258053e+00,0.000000000e+00
1006,-1.713771042e+00,-4.401202813e+00,-1.170016616e+00,0.000000000e+00,5.422481743e-03,-8.360201834e-01,-1.511652833e+00,3.100715087e+00,0.000000000e+00
1006,-1.719051947e+00,-4.397756426e+00,-9.795289949e-01,0.000000000e+00,3.783628468e-03,-8.360201834e-01,-1.511652833e+00,3.110926242e+00,0.000000000e+00
1007,-9.245201658e-01,-4.632436461e+00,-2.649291458e+00,2.666666667e-01,1.012241309e-03,-7.413571811e-01,-1.833401973e+00,1.785329835e+00,-2.857142857e-01
1007,-1.006940679e+00,-4.631497086e+00,-3.054456592e+00,1.166666667e-01,1.497145067e-03,-7.413571811e-01,-1.833401973e+00,1.959041392e+00,-2.857142857e-01
1007,-1.081393853e+00,-4.630202318e+00,-3.977674957e+00,3.333333333e-02,1.951567263e-03,-7.413571811e-01,-1.833401973e+00,2.082785370e+00,-2.857142857e-01
1007,-1.145115302e+00,-4.628580049e+00,-2.764202630e+00,0.000000000e+00,2.364554923e-03,-7.413571811e-01,-1.833401973e+00,2.178976947e+00,-2.857142857e-01
1007,-1.188142660e+00,-4.626665195e+00,-1.965101762e+00,0.000000000e+00,2.727226059e-03,-7.413571811e-01,-1.833401973e+00,2.257678575e+00,-2.857142857e-01
1007,-1.349295976e+00,-4.624498504e+00,-2.912846333e+00,0.000000000e+00,3.032550936e-03,-7.413571811e-01,-1.833401973e+00,2.324282455e+00,-2.857142857e-01
1007,-1.356199195e+00,-4.622125247e+00,-1.125038039e-01,0.000000000e+00,3.275352884e-03,-7.413571811e-01,-1.833401973e+00,2.382017043e+00,-2.857142857e-01
1007,-1.373610550e+00,-4.619593863e+00,-3.395850708e+00,0.000000000e+00,3.452282734e-03,-7.413571811e-01,-1.833401973e+00,2.432969291e+00,-2.857142857e-01
1007,-1.493612153e+00,-4.616954632e+00,5.450674136e-01,0.000000000e+00,3.561730530e-03,-7.413571811e-01,-1.833401973e+00,2.478566496e+00,-2.857142857e-01
1007,-1.515284797e+00,-4.614258427e+00,-2.997860219e+00,0.000000000e+00,3.603679853e-03,-7.413571811e-01,-1.833401973e+00,2.519827994e+00,-2.857142857e-01
1007,-1.568526145e+00,-4.611555587e+00,-8.033738049e-01,0.000000000e+00,3.579521282e-03,-7.413571811e-01,-1.833401973e+00,2.557507202e+00,-2.857142857e-01
1007,-1.589563887e+00,-4.608894943e+00,1.272427563e-01,0.000000000e+00,3.491843793e-03,-7.413571811e-01,-1.833401973e+00,2.592176757e+00,-2.857142857e-01
1007,-1.604375970e+00,-4.606323001e+00,-3.722900228e+00,0.000000000e+00,3.344221471e-03,-7.413571811e-01,-1.833401973e+00,2.624282096e+00,-2.857142857e-01
1007,-1.595305430e+00,-4.603883275e+00,1.023369380e+00,0.000000000e+00,3.141009779e-03,-7.413571811e-01,-1.833401973e+00,2.654176542e+00,-2.857142857e-01
1007,-1.646879941e+00,-4.601615780e+00,-1.755039534e+00,0.000000000e+00,2.887162052e-03,-7.413571811e-01,-1.833401973e+00,2.682145076e+00,-2.857142857e-01
1007,-1.707029671e+00,-4.599556644e+00,-1.192195273e+00,0.000000000e+00,2.588073625e-03,-7.413571811e-01,-1.833401973e+00,2.708420900e+00,-2.857142857e-01
1007,-1.745204980e+00,-4.597737837e+00,-1.325594758e+00,0.000000000e+00,2.249459285e-03,-7.413571811e-01,-1.833401973e+00,2.733197265e+00,-2.857142857e-01
1007,-1.719632453e+00,-4.596186981e+00,3.414210438e+00,0.000000000e+00,1.877271765e-03,-7.413571811e-01,-1.833401973e+00,2.756636108e+00,-2.857142857e-01
1007,-1.767085647e+00,-4.594927232e+00,-7.739248673e+00,0.000000000e+00,1.477684465e-03,-7.413571811e-01,-1.833401973e+00,2.778874472e+00,-2.857142857e-01
1007,-1.792312851e+00,-4.593977206e+00,6.311050950e+00,0.000000000e+00,1.057242797e-03,-7.413571811e-01,-1.833401973e+00,2.800029359e+00,-2.857142857e-01
1007,-1.805468129e+00,-4.593350936e+00,-4.247569778e+00,0.000000000e+00,6.238979899e-04,-7.413571811e-01,-1.833401973e+00,2.820201459e+00,-2.857142857e-01
1007,-1.848505975e+00,-4.593057843e+00,9.377229553e-01,0.000000000e+00,2.024469436e-04,-7.413571811e-01,-1.833401973e+00,2.839478047e+00,-2.857142857e-01
1007,-1.865144307e+00,-4.593102714e+00,-3.347581457e+00,0.000000000e+00,3.078624227e-04,-7.413571811e-01,-1.833401973e+00,2.857935265e+00,-2.857142857e-01
1007,-1.824508356e+00,-4.593485679e+00,6.717131101e+00,0.000000000e+00,7.418549693e-04,-7.413571811e-01,-1.833401973e+00,2.875639937e+00,-2.857142857e-01
1007,-1.897157593e+00,-4.594202178e+00,-6.862268209e+00,0.000000000e+00,1.176910203e-03,-7.413571811e-01,-1.833401973e+00,2.892651034e+00,-2.857142857e-01
1007,-1.943814371e+00,-4.595242928e+00,2.536962345e+00,0.000000000e+00,1.598362303e-03,-7.413571811e-01,-1.833401973e+00,2.909020854e+00,-2.857142857e-01
1007,-1.936866742e+00,-4.596593885e+00,-2.882489188e+00,0.000000000e+00,1.998638492e-03,-7.413571811e-01,-1.833401973e+00,2.924795996e+00,-2.857142857e-01
